cur_id,language,sentence,word,complexity
2382,english,We took several precautions to reduce the probability of this occurrence.,probability,0.1111111111111111
2383,english,"In agreement with this, when we carried out a selective comparison between the (129 × C57BL/6)F2.Apcs-/- mice and Chromosome 1 genetically matched controls, we failed to detect any significant difference in the levels of these two auto-Abs.",comparison,0.1111111111111111
2384,english,"In humans, genetic diseases of the eye are common and the primary site of disease is most frequently photoreceptors (for review see [1-3]).",site,0.1111111111111111
2385,english,"In a third model, there would be a limiting quantity of transcription factors - the cell might contain a single transcriptional 'machine' that is capable of accommodating the promoter of only one olfactory receptor gene, similar to the expression site body used by African trypanosomes to ensure singular expression of only one set of variant surface glycoprotein genes [22].",site,0.1875
2386,english,"One possibility is that CEBPG and each of the correlated antioxidant or DNA repair genes is regulated by a transcription factor that is as yet undiscovered, and/or has a recognition site that is not yet known and was not in the Genomatix software database.",site,0.2333333333333333
2387,english,"We therefore focused on the XY body, the most prominent site of DMRT7 accumulation.",site,0.25
2388,english,The availability of homozygous animals demonstrated that both reporter gene expression and the site of transgene integration were developmentally neutral.,site,0.2934782608695652
2389,english,The structural Gh gene itself and Stat5b are excellent candidates.,candidates,0.1111111111111111
2390,english,"Maternal genotype effects on growth and obesity have been observed in a number of mouse crosses [8,32-35] and their existence in the current cross cannot be discounted.",number,0.15625
2391,english,"In each case, the autoimmune phenotype was described in mice in which the null mutation was generated in 129 embryonic stem cells and then backcrossed to the C57BL/6 or another genetic background.",background,0.1153846153846153
2392,english,"In the F2, mice homozygous for the hg deletion (hg/hg) and wild type (+/+) were assayed and hg modifier QTL were defined as those either absent in +/+ mice and segregating in hg/hg or loci with altered gene action dependent on background.",background,0.15
2393,english,"These observations led to the hypothesis that the autoimmune phenotype described in some gene-targeted mice might be due primarily to combinations of as-yet-uncharacterised background genes, originating from 129 and C57BL/6 mice strains, interacting or not with the mutated allele.",background,0.2
2394,english,The same consideration applies to other genes located in the same Chromosome 1 region that have been implicated in the development of SLE when inactivated by gene-targeting in 129 embryonic stem cells and then backcrossed onto a pure genetic background (Bolland and Ravetch 2000; Miwa et al. 2002; Wu et al. 2002).,background,0.2236842105263157
2395,english,"Moreover, both types of amyloid, diffuse and fibrillar, remained intact throughout treatment.",types,0.1153846153846153
2396,english,Making specific anatomic distinctions among these types of defects can be difficult without direct gross (intraoperative or postmortem) examination.,types,0.15625
2397,english,"First, it is possible that there are two distinct types of rod precursor; loss of Nr2e3 in one leads to S-cone fate and in the other results in a hybrid cell type.",types,0.15625
2398,english,"Almost all cell types can recognize, respond to, and ingest apoptotic cells by using specific sets of phagocytic receptors that bind to specific ligands on apoptotic cells.",types,0.1785714285714285
2399,english,"Adult skeletal muscle shows plasticity and can undergo conversion between different fiber types in response to exercise training or modulation of motoneuron activity (Booth and Thomason 1991, Jarvis et al. 1996; Pette 1998; Olson and Williams 2000; Hood 2001).",types,0.2321428571428571
2400,english,Determining which activating E2fs promote death in distinct Rb KO tissues requires conditional rather than germ line models of Rb deletion to avoid secondary indirect effects (such as hypoxia).,effects,0.1166666666666666
2401,english,"The hg modifier QTL located within the HG17 strain had large effects on growth, body length and carcass components.",effects,0.25
2402,english,"Modifier QTL have been mapped for numerous traits and in these studies the modified locus is typically a known gene containing a spontaneously arisen or engineered mutation with major phenotypic effects, such as hg [11,19-21].",effects,0.265625
2403,english,"Thus, independent of E2f1-mediated effects on division and death, Rb does regulate neuronal differentiation, but only in specific neurons and, unexpectedly, through E2f3a, not tissue-specific differentiation factors.",division,0.175
2404,english,Another reason is that the use of old multiparous mice mimicked the RA situation (older women is the major risk group).,group,0.1166666666666666
2405,english,Prior to these initiatives this work was carried out in part by the investigation of spontaneous mutations that cause disorders in mouse breeding colonies.,investigation,0.173076923076923
2406,english,"Extraembryonic development in Hdhex4/5/Hdhex4/5 embryos is associated with mildly elevated levels expression of Hnf4 in the primitive endoderm and Pem in the lopsided anterior chorion but the expression of other known signals, such as Bmp4 from the extraembryonic ectoderm, and Dkk1 and Lefty1 from the AVE, appear to be normal, although the slight increase in Dkk-1 expression in Hdhex4/5/Hdhex4/5 embryos suggests that further investigation into Wnt signaling is warranted.",investigation,0.2352941176470588
2407,english,"One can speculate about an involvement of Annexin A7 in the regulation of these Ca2+-dependent processes, propositions that need further investigation.",investigation,0.25
